,year_film,year_ceremony,ceremony,category,name,film,winner,total_noms,runtime,director,stars,gross,imdb_rating,metascore,best_director_nom,genre_drama,genre_romance,genre_war,genre_crime,genre_film-noir,genre_musical,genre_action,genre_comedy,genre_music,genre_western,genre_history,genre_thriller,genre_biography,genre_family,genre_adventure,genre_sport,genre_mystery,genre_fantasy,genre_sci-fi,genre_horror,genre_animation,certificate_pg-13,certificate_passed,certificate_not_rated,certificate_approved,certificate_tv-pg,certificate_g,certificate_pg,certificate_tv-ma,certificate_r,certificate_m/pg,certificate_gp,bafta_nom,bafta_win,gg_drama_nom,gg_drama_win,gg_comedy_nom,gg_comedy_win,rt_critic,rt_audience,pga_nom,pga_win,ccma_nom,ccma_win
68,1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,San Francisco,FALSE,6,115,W.S. Van Dyke,"Clark Gable, Jeanette MacDonald, Spencer Tracy, Jack Holt",,7.2,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,71,0,0,0,0
69,1936,1937,9,OUTSTANDING PRODUCTION,Universal,Three Smart Girls,FALSE,3,84,Henry Koster,"Binnie Barnes, Charles Winninger, Alice Brady, Ray Milland",63162949.64,6.6,,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86,52,0,0,0,0
70,1937,1938,10,OUTSTANDING PRODUCTION,20th Century-Fox,In Old Chicago,FALSE,6,95,Henry King,"Tyrone Power, Alice Faye, Don Ameche, Alice Brady",,6.7,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,53,0,0,0,0
71,1937,1938,10,OUTSTANDING PRODUCTION,RKO Radio,Stage Door,FALSE,4,92,Gregory La Cava,"Katharine Hepburn, Ginger Rogers, Adolphe Menjou, Gail Patrick",,7.7,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,87,0,0,0,0
72,1937,1938,10,OUTSTANDING PRODUCTION,Columbia,The Awful Truth,FALSE,6,90,Leo McCarey,"Irene Dunne, Cary Grant, Ralph Bellamy, Alexander D'Arcy",,7.7,87,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,87,0,0,0,0
73,1937,1938,10,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Captains Courageous,FALSE,4,117,Victor Fleming,"Spencer Tracy, Freddie Bartholomew, Lionel Barrymore, Melvyn Douglas",,7.9,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94,89,0,0,0,0
74,1937,1938,10,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Dead End,FALSE,4,93,William Wyler,"Sylvia Sidney, Joel McCrea, Humphrey Bogart, Wendy Barrie",,7.2,,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,77,0,0,0,0
75,1937,1938,10,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Good Earth,FALSE,5,138,"Sidney Franklin, Victor Fleming, Gustav Machatý, Sam Wood","Paul Muni, Luise Rainer, Walter Connolly, Tilly Losch",,7.5,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,76,0,0,0,0
76,1937,1938,10,OUTSTANDING PRODUCTION,Warner Bros.,The Life of Emile Zola,TRUE,10,116,William Dieterle,"Paul Muni, Gale Sondergaard, Joseph Schildkraut, Gloria Holden",,7.2,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,74,0,0,0,0
77,1937,1938,10,OUTSTANDING PRODUCTION,Columbia,Lost Horizon,FALSE,7,132,Frank Capra,"Ronald Colman, Jane Wyatt, Edward Everett Horton, John Howard",,7.6,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93,82,0,0,0,0
78,1937,1938,10,OUTSTANDING PRODUCTION,Universal,One Hundred Men and a Girl,FALSE,5,84,Henry Koster,"Deanna Durbin, Adolphe Menjou, Alice Brady, Leopold Stokowski",46137873.68,6.7,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,55,0,0,0,0
79,1937,1938,10,OUTSTANDING PRODUCTION,Selznick International Pictures,A Star Is Born,FALSE,7,111,"William A. Wellman, Jack Conway, Victor Fleming","Janet Gaynor, Fredric March, Adolphe Menjou, May Robson",88609430.56,7.3,77,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,78,0,0,0,0
80,1938,1939,11,OUTSTANDING PRODUCTION,Realization D'Art Cinematographique,The Grand Illusion,FALSE,1,113,Jean Renoir,"Jean Gabin, Dita Parlo, Pierre Fresnay, Erich von Stroheim",3588344.658,8.1,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,92,0,0,0,0
81,1938,1939,11,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Test Pilot,FALSE,3,119,Victor Fleming,"Clark Gable, Myrna Loy, Spencer Tracy, Lionel Barrymore",,6.8,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,69,0,0,0,0
82,1938,1939,11,OUTSTANDING PRODUCTION,Warner Bros.,Jezebel,FALSE,5,104,William Wyler,"Bette Davis, Henry Fonda, George Brent, Margaret Lindsay",,7.4,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,83,0,0,0,0
83,1938,1939,11,OUTSTANDING PRODUCTION,Warner Bros.-First National,The Adventures of Robin Hood,FALSE,4,102,"Michael Curtiz, William Keighley","Errol Flynn, Olivia de Havilland, Basil Rathbone, Claude Rains",82628337.23,7.9,97,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,89,0,0,0,0
84,1938,1939,11,OUTSTANDING PRODUCTION,20th Century-Fox,Alexander's Ragtime Band,FALSE,6,106,Henry King,"Tyrone Power, Alice Faye, Don Ameche, Ethel Merman",,6.8,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,46,0,0,0,0
85,1938,1939,11,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Boys Town,FALSE,5,96,Norman Taurog,"Spencer Tracy, Mickey Rooney, Henry Hull, Leslie Fenton",,7.2,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,81,0,0,0,0
86,1938,1939,11,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Citadel,FALSE,4,110,King Vidor,"Robert Donat, Rosalind Russell, Ralph Richardson, Rex Harrison",,7,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,72,0,0,0,0
87,1938,1939,11,OUTSTANDING PRODUCTION,Warner Bros.-First National,Four Daughters,FALSE,5,90,Michael Curtiz,"Claude Rains, John Garfield, Jeffrey Lynn, Frank McHugh",,6.9,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,79,0,0,0,0
88,1938,1939,11,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Pygmalion,FALSE,4,89,"Anthony Asquith, Leslie Howard","Leslie Howard, Wendy Hiller, Wilfrid Lawson, Marie Lohr",63346316.31,7.7,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,85,0,0,0,0
89,1938,1939,11,OUTSTANDING PRODUCTION,Columbia,You Can't Take It with You,TRUE,7,126,Frank Capra,"Jean Arthur, James Stewart, Lionel Barrymore, Edward Arnold",96719633.97,7.8,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,88,0,0,0,0
90,1939,1940,12,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Wizard of Oz,FALSE,6,102,"Victor Fleming, King Vidor","Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr",43709182.24,8.1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98,89,0,0,0,0
91,1939,1940,12,OUTSTANDING PRODUCTION,Walter Wanger (production company),Stagecoach,FALSE,7,96,John Ford,"John Wayne, Claire Trevor, Andy Devine, John Carradine",,7.8,93,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,86,0,0,0,0
92,1939,1940,12,OUTSTANDING PRODUCTION,Hal Roach (production company),Of Mice and Men,FALSE,5,106,Lewis Milestone,"Lon Chaney Jr., Burgess Meredith, Betty Field, Charles Bickford",,7.8,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0,0,0
93,1939,1940,12,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Ninotchka,FALSE,4,110,Ernst Lubitsch,"Greta Garbo, Melvyn Douglas, Ina Claire, Bela Lugosi",24991473.74,7.8,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,89,0,0,0,0
94,1939,1940,12,OUTSTANDING PRODUCTION,Selznick International Pictures,Gone with the Wind,TRUE,13,238,"Victor Fleming, George Cukor, Sam Wood","Clark Gable, Vivien Leigh, Thomas Mitchell, Barbara O'Neil",4182997058,8.2,97,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,92,0,0,0,0
95,1939,1940,12,OUTSTANDING PRODUCTION,RKO Radio,Love Affair,FALSE,6,88,Leo McCarey,"Irene Dunne, Charles Boyer, Maria Ouspenskaya, Lee Bowman",,7.3,91,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,70,0,0,0,0
96,1939,1940,12,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,"Goodbye, Mr. Chips",FALSE,7,114,"Sam Wood, Sidney Franklin","Robert Donat, Greer Garson, Terry Kilburn, John Mills",,7.9,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,87,0,0,0,0
97,1939,1940,12,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Wuthering Heights,FALSE,8,104,William Wyler,"Merle Oberon, Laurence Olivier, David Niven, Flora Robson",16053579.5,7.5,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,85,0,0,0,0
98,1939,1940,12,OUTSTANDING PRODUCTION,Warner Bros.-First National,Dark Victory,FALSE,3,104,Edmund Goulding,"Bette Davis, George Brent, Humphrey Bogart, Geraldine Fitzgerald",,7.4,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,81,0,0,0,0
99,1939,1940,12,OUTSTANDING PRODUCTION,Columbia,Mr. Smith Goes to Washington,FALSE,11,129,Frank Capra,"James Stewart, Jean Arthur, Claude Rains, Edward Arnold",202121438.8,8.1,73,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,94,0,0,0,0
100,1940,1941,13,OUTSTANDING PRODUCTION,Argosy-Wanger,The Long Voyage Home,FALSE,6,105,John Ford,"John Wayne, Thomas Mitchell, Ian Hunter, Ward Bond",,6.9,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0,0,0
101,1940,1941,13,OUTSTANDING PRODUCTION,Sol Lesser (production company),Our Town,FALSE,6,90,Sam Wood,"William Holden, Martha Scott, Fay Bainter, Beulah Bondi",,6.5,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,45,0,0,0,0
102,1940,1941,13,OUTSTANDING PRODUCTION,20th Century-Fox,The Grapes of Wrath,FALSE,7,129,John Ford,"Henry Fonda, Jane Darwell, John Carradine, Charley Grapewin",1149716.071,8.1,96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,88,0,0,0,0
103,1940,1941,13,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Philadelphia Story,FALSE,6,112,George Cukor,"Cary Grant, Katharine Hepburn, James Stewart, Ruth Hussey",,7.9,96,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,93,0,0,0,0
104,1940,1941,13,OUTSTANDING PRODUCTION,Selznick International Pictures,Rebecca,TRUE,11,130,Alfred Hitchcock,"Laurence Olivier, Joan Fontaine, George Sanders, Judith Anderson",91141128.57,8.1,86,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,92,0,0,0,0
105,1940,1941,13,OUTSTANDING PRODUCTION,Walter Wanger (production company),Foreign Correspondent,FALSE,6,120,Alfred Hitchcock,"Joel McCrea, Laraine Day, Herbert Marshall, George Sanders",72841578.65,7.4,89,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,81,0,0,0,0
106,1940,1941,13,OUTSTANDING PRODUCTION,Warner Bros.,"All This, and Heaven Too",FALSE,3,141,Anatole Litvak,"Bette Davis, Charles Boyer, Jeffrey Lynn, Barbara O'Neil",,7.4,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83,85,0,0,0,0
107,1940,1941,13,OUTSTANDING PRODUCTION,Warner Bros.,The Letter,FALSE,7,95,William Wyler,"Bette Davis, Herbert Marshall, James Stephenson, Frieda Inescort",,7.5,84,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,82,0,0,0,0
108,1940,1941,13,OUTSTANDING PRODUCTION,RKO Radio,Kitty Foyle,FALSE,5,108,Sam Wood,"Ginger Rogers, Dennis Morgan, James Craig, Eduardo Ciannelli",,6.9,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,72,0,0,0,0
109,1940,1941,13,OUTSTANDING PRODUCTION,Charles Chaplin Productions,The Great Dictator,FALSE,5,125,Charles Chaplin,"Charles Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner",6030260.795,8.4,,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92,95,0,0,0,0
110,1941,1942,14,OUTSTANDING MOTION PICTURE,RKO Radio,Suspicion,FALSE,3,99,Alfred Hitchcock,"Cary Grant, Joan Fontaine, Cedric Hardwicke, Nigel Bruce",89588265.31,7.3,83,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,77,0,0,0,0
111,1941,1942,14,OUTSTANDING MOTION PICTURE,Warner Bros.,Sergeant York,FALSE,11,134,Howard Hawks,"Gary Cooper, Walter Brennan, Joan Leslie, George Tobias",326499455.8,7.7,,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,87,0,0,0,0
112,1941,1942,14,OUTSTANDING MOTION PICTURE,Warner Bros.,One Foot in Heaven,FALSE,1,108,Irving Rapper,"Fredric March, Martha Scott, Beulah Bondi, Gene Lockhart",,6.7,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
113,1941,1942,14,OUTSTANDING MOTION PICTURE,Warner Bros.,The Maltese Falcon,FALSE,3,100,John Huston,"Humphrey Bogart, Mary Astor, Gladys George, Peter Lorre",41968319.68,8,97,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,91,0,0,0,0
114,1941,1942,14,OUTSTANDING MOTION PICTURE,20th Century-Fox,How Green Was My Valley,TRUE,10,118,John Ford,"Walter Pidgeon, Maureen O'Hara, Anna Lee, Donald Crisp",,7.7,88,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,81,0,0,0,0
115,1941,1942,14,OUTSTANDING MOTION PICTURE,Paramount,Hold Back the Dawn,FALSE,6,116,Mitchell Leisen,"Charles Boyer, Olivia de Havilland, Paulette Goddard, Victor Francen",,7.3,79,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,78,0,0,0,0
116,1941,1942,14,OUTSTANDING MOTION PICTURE,Columbia,Here Comes Mr. Jordan,FALSE,7,94,Alexander Hall,"Robert Montgomery, Claude Rains, Evelyn Keyes, Rita Johnson",,7.6,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,82,0,0,0,0
117,1941,1942,14,OUTSTANDING MOTION PICTURE,Mercury,Citizen Kane,FALSE,9,119,Orson Welles,"Orson Welles, Joseph Cotten, Dorothy Comingore, Agnes Moorehead",31567599.88,8.3,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,90,0,0,0,0
118,1941,1942,14,OUTSTANDING MOTION PICTURE,Metro-Goldwyn-Mayer,Blossoms in the Dust,FALSE,4,99,Mervyn LeRoy,"Greer Garson, Walter Pidgeon, Felix Bressart, Marsha Hunt",,6.9,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,70,0,0,0,0
119,1941,1942,14,OUTSTANDING MOTION PICTURE,Samuel Goldwyn Productions,The Little Foxes,FALSE,9,116,William Wyler,"Bette Davis, Herbert Marshall, Teresa Wright, Richard Carlson",,7.9,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,87,0,0,0,0
120,1942,1943,15,OUTSTANDING MOTION PICTURE,Ortus,49th Parallel,FALSE,3,123,Michael Powell,"Leslie Howard, Laurence Olivier, Raymond Massey, Anton Walbrook",,7.3,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,75,0,0,0,0
121,1942,1943,15,OUTSTANDING MOTION PICTURE,Warner Bros.,Kings Row,FALSE,3,127,Sam Wood,"Ann Sheridan, Robert Cummings, Ronald Reagan, Betty Field",,7.5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,78,0,0,0,0
122,1942,1943,15,OUTSTANDING MOTION PICTURE,Columbia,The Talk of the Town,FALSE,7,118,George Stevens,"Cary Grant, Jean Arthur, Ronald Colman, Edgar Buchanan",,7.5,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,84,0,0,0,0
123,1942,1943,15,OUTSTANDING MOTION PICTURE,Mercury,The Magnificent Ambersons,FALSE,4,88,"Orson Welles, Fred Fleck, Robert Wise","Tim Holt, Joseph Cotten, Dolores Costello, Anne Baxter",,7.6,93,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,84,0,0,0,0
124,1942,1943,15,OUTSTANDING MOTION PICTURE,Metro-Goldwyn-Mayer,Mrs. Miniver,TRUE,12,134,William Wyler,"Greer Garson, Walter Pidgeon, Teresa Wright, May Whitty",242382975.5,7.6,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,84,0,0,0,0
125,1942,1943,15,OUTSTANDING MOTION PICTURE,20th Century-Fox,The Pied Piper,FALSE,3,87,Irving Pichel,"Monty Woolley, Roddy McDowall, Anne Baxter, Otto Preminger",,7,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0,0,0
126,1942,1943,15,OUTSTANDING MOTION PICTURE,Samuel Goldwyn Productions,The Pride of the Yankees,FALSE,11,128,Sam Wood,"Gary Cooper, Teresa Wright, Babe Ruth, Walter Brennan",,7.6,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,89,0,0,0,0
127,1942,1943,15,OUTSTANDING MOTION PICTURE,Metro-Goldwyn-Mayer,Random Harvest,FALSE,7,126,Mervyn LeRoy,"Ronald Colman, Greer Garson, Philip Dorn, Susan Peters",182002683.1,7.9,62,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,89,0,0,0,0
128,1942,1943,15,OUTSTANDING MOTION PICTURE,Paramount,Wake Island,FALSE,4,88,John Farrow,"Brian Donlevy, Robert Preston, Macdonald Carey, William Bendix",,6.6,,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,48,0,0,0,0
129,1942,1943,15,OUTSTANDING MOTION PICTURE,Warner Bros.,Yankee Doodle Dandy,FALSE,8,126,Michael Curtiz,"James Cagney, Joan Leslie, Walter Huston, Richard Whorf",211860674.8,7.6,89,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,83,0,0,0,0
130,1943,1944,16,OUTSTANDING MOTION PICTURE,Warner Bros.,Watch on the Rhine,FALSE,4,114,"Herman Shumlin, Hal Mohr","Bette Davis, Paul Lukas, Geraldine Fitzgerald, Lucile Watson",,7.1,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,63,0,0,0,0
131,1943,1944,16,OUTSTANDING MOTION PICTURE,20th Century-Fox,The Song of Bernadette,FALSE,12,156,Henry King,"Jennifer Jones, Charles Bickford, William Eythe, Vincent Price",,7.6,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,88,80,0,0,0,0
132,1943,1944,16,OUTSTANDING MOTION PICTURE,20th Century-Fox,The Ox-Bow Incident,FALSE,1,75,William A. Wellman,"Henry Fonda, Dana Andrews, Mary Beth Hughes, Anthony Quinn",27658434.97,8,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0,0,0,0
133,1943,1944,16,OUTSTANDING MOTION PICTURE,Columbia,The More the Merrier,FALSE,6,104,George Stevens,"Jean Arthur, Joel McCrea, Charles Coburn, Richard Gaines",,7.6,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,81,0,0,0,0
134,1943,1944,16,OUTSTANDING MOTION PICTURE,Metro-Goldwyn-Mayer,Madame Curie,FALSE,7,124,"Mervyn LeRoy, Albert Lewin","Greer Garson, Walter Pidgeon, Henry Travers, Albert Bassermann",,7.2,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,68,0,0,0,0
135,1943,1944,16,OUTSTANDING MOTION PICTURE,Metro-Goldwyn-Mayer,The Human Comedy,FALSE,5,117,Clarence Brown,"Mickey Rooney, Frank Morgan, James Craig, Marsha Hunt",,7,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,69,0,0,0,0
136,1943,1944,16,OUTSTANDING MOTION PICTURE,Paramount,For Whom the Bell Tolls,FALSE,9,170,Sam Wood,"Gary Cooper, Ingrid Bergman, Akim Tamiroff, Arturo de Córdova",301113237,6.8,68,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,66,0,0,0,0
