,year_film,year_ceremony,ceremony,category,name,film,winner,total_noms,runtime,director,stars,gross,imdb_rating,metascore,best_director_nom,genre_drama,genre_romance,genre_war,genre_crime,genre_film-noir,genre_musical,genre_action,genre_comedy,genre_music,genre_western,genre_history,genre_thriller,genre_biography,genre_family,genre_adventure,genre_sport,genre_mystery,genre_fantasy,genre_sci-fi,genre_horror,genre_animation,certificate_pg-13,certificate_passed,certificate_not_rated,certificate_approved,certificate_tv-pg,certificate_g,certificate_pg,certificate_tv-ma,certificate_r,certificate_m/pg,certificate_gp,bafta_nom,bafta_win,gg_drama_nom,gg_drama_win,gg_comedy_nom,gg_comedy_win,rt_critic,rt_audience
65,1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Great Ziegfeld,True,7.0,176,Robert Z. Leonard,"William Powell, Myrna Loy, Luise Rainer, Frank Morgan",,6.6,69.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,50.0
66,1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Libeled Lady,False,1.0,98,Jack Conway,"Jean Harlow, William Powell, Myrna Loy, Spencer Tracy",,7.8,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,88.0
67,1936,1937,9,OUTSTANDING PRODUCTION,Columbia,Mr. Deeds Goes to Town,False,5.0,115,Frank Capra,"Gary Cooper, Jean Arthur, George Bancroft, Lionel Stander",,7.8,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,86.0
68,1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,San Francisco,False,6.0,115,W.S. Van Dyke,"Clark Gable, Jeanette MacDonald, Spencer Tracy, Jack Holt",,7.2,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,71.0
69,1936,1937,9,OUTSTANDING PRODUCTION,Universal,Three Smart Girls,False,3.0,84,Henry Koster,"Binnie Barnes, Charles Winninger, Alice Brady, Ray Milland",63162949.64028776,6.6,,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,52.0
70,1937,1938,10,OUTSTANDING PRODUCTION,20th Century-Fox,In Old Chicago,False,6.0,95,Henry King,"Tyrone Power, Alice Faye, Don Ameche, Alice Brady",,6.7,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,53.0
71,1937,1938,10,OUTSTANDING PRODUCTION,RKO Radio,Stage Door,False,4.0,92,Gregory La Cava,"Katharine Hepburn, Ginger Rogers, Adolphe Menjou, Gail Patrick",,7.7,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,87.0
72,1937,1938,10,OUTSTANDING PRODUCTION,Columbia,The Awful Truth,False,6.0,90,Leo McCarey,"Irene Dunne, Cary Grant, Ralph Bellamy, Alexander D'Arcy",,7.7,87.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,87.0
73,1937,1938,10,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Captains Courageous,False,4.0,117,Victor Fleming,"Spencer Tracy, Freddie Bartholomew, Lionel Barrymore, Melvyn Douglas",,7.9,81.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,89.0
74,1937,1938,10,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Dead End,False,4.0,93,William Wyler,"Sylvia Sidney, Joel McCrea, Humphrey Bogart, Wendy Barrie",,7.2,,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,77.0
75,1937,1938,10,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Good Earth,False,5.0,138,"Sidney Franklin, Victor Fleming, Gustav Machatý, Sam Wood","Paul Muni, Luise Rainer, Walter Connolly, Tilly Losch",,7.5,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,76.0
76,1937,1938,10,OUTSTANDING PRODUCTION,Warner Bros.,The Life of Emile Zola,True,10.0,116,William Dieterle,"Paul Muni, Gale Sondergaard, Joseph Schildkraut, Gloria Holden",,7.2,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,74.0
77,1937,1938,10,OUTSTANDING PRODUCTION,Columbia,Lost Horizon,False,7.0,132,Frank Capra,"Ronald Colman, Jane Wyatt, Edward Everett Horton, John Howard",,7.6,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,82.0
78,1937,1938,10,OUTSTANDING PRODUCTION,Universal,One Hundred Men and a Girl,False,5.0,84,Henry Koster,"Deanna Durbin, Adolphe Menjou, Alice Brady, Leopold Stokowski",46137873.680555545,6.7,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,55.0
79,1937,1938,10,OUTSTANDING PRODUCTION,Selznick International Pictures,A Star Is Born,False,7.0,111,"William A. Wellman, Jack Conway, Victor Fleming","Janet Gaynor, Fredric March, Adolphe Menjou, May Robson",88609430.55555554,7.3,77.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,78.0
80,1938,1939,11,OUTSTANDING PRODUCTION,Realization D'Art Cinematographique,The Grand Illusion,False,1.0,113,Jean Renoir,"Jean Gabin, Dita Parlo, Pierre Fresnay, Erich von Stroheim",3588344.657801418,8.1,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,92.0
81,1938,1939,11,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Test Pilot,False,3.0,119,Victor Fleming,"Clark Gable, Myrna Loy, Spencer Tracy, Lionel Barrymore",,6.8,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,69.0
82,1938,1939,11,OUTSTANDING PRODUCTION,Warner Bros.,Jezebel,False,5.0,104,William Wyler,"Bette Davis, Henry Fonda, George Brent, Margaret Lindsay",,7.4,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,83.0
83,1938,1939,11,OUTSTANDING PRODUCTION,Warner Bros.-First National,The Adventures of Robin Hood,False,4.0,102,"Michael Curtiz, William Keighley","Errol Flynn, Olivia de Havilland, Basil Rathbone, Claude Rains",82628337.23404254,7.9,97.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,89.0
84,1938,1939,11,OUTSTANDING PRODUCTION,20th Century-Fox,Alexander's Ragtime Band,False,6.0,106,Henry King,"Tyrone Power, Alice Faye, Don Ameche, Ethel Merman",,6.8,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,46.0
85,1938,1939,11,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Boys Town,False,5.0,96,Norman Taurog,"Spencer Tracy, Mickey Rooney, Henry Hull, Leslie Fenton",,7.2,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,81.0
86,1938,1939,11,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Citadel,False,4.0,110,King Vidor,"Robert Donat, Rosalind Russell, Ralph Richardson, Rex Harrison",,7.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,72.0
87,1938,1939,11,OUTSTANDING PRODUCTION,Warner Bros.-First National,Four Daughters,False,5.0,90,Michael Curtiz,"Claude Rains, John Garfield, Jeffrey Lynn, Frank McHugh",,6.9,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,79.0
88,1938,1939,11,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Pygmalion,False,4.0,89,"Anthony Asquith, Leslie Howard","Leslie Howard, Wendy Hiller, Wilfrid Lawson, Marie Lohr",63346316.31205673,7.7,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,85.0
89,1938,1939,11,OUTSTANDING PRODUCTION,Columbia,You Can't Take It with You,True,7.0,126,Frank Capra,"Jean Arthur, James Stewart, Lionel Barrymore, Edward Arnold",96719633.97269502,7.8,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,88.0
90,1939,1940,12,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Wizard of Oz,False,6.0,102,"Victor Fleming, King Vidor","Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr",43709182.23741007,8.1,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,89.0
91,1939,1940,12,OUTSTANDING PRODUCTION,Walter Wanger (production company),Stagecoach,False,7.0,96,John Ford,"John Wayne, Claire Trevor, Andy Devine, John Carradine",,7.8,93.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,86.0
92,1939,1940,12,OUTSTANDING PRODUCTION,Hal Roach (production company),Of Mice and Men,False,5.0,106,Lewis Milestone,"Lon Chaney Jr., Burgess Meredith, Betty Field, Charles Bickford",,7.8,89.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,85.0
93,1939,1940,12,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Ninotchka,False,4.0,110,Ernst Lubitsch,"Greta Garbo, Melvyn Douglas, Ina Claire, Bela Lugosi",24991473.741007198,7.8,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,89.0
94,1939,1940,12,OUTSTANDING PRODUCTION,Selznick International Pictures,Gone with the Wind,True,13.0,238,"Victor Fleming, George Cukor, Sam Wood","Clark Gable, Vivien Leigh, Thomas Mitchell, Barbara O'Neil",4182997058.175899,8.2,97.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,92.0
95,1939,1940,12,OUTSTANDING PRODUCTION,RKO Radio,Love Affair,False,6.0,88,Leo McCarey,"Irene Dunne, Charles Boyer, Maria Ouspenskaya, Lee Bowman",,7.3,91.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,70.0
96,1939,1940,12,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,"Goodbye, Mr. Chips",False,7.0,114,"Sam Wood, Sidney Franklin","Robert Donat, Greer Garson, Terry Kilburn, John Mills",,7.9,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,87.0
97,1939,1940,12,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Wuthering Heights,False,8.0,104,William Wyler,"Merle Oberon, Laurence Olivier, David Niven, Flora Robson",16053579.497841723,7.5,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,85.0
98,1939,1940,12,OUTSTANDING PRODUCTION,Warner Bros.-First National,Dark Victory,False,3.0,104,Edmund Goulding,"Bette Davis, George Brent, Humphrey Bogart, Geraldine Fitzgerald",,7.4,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,81.0
99,1939,1940,12,OUTSTANDING PRODUCTION,Columbia,Mr. Smith Goes to Washington,False,11.0,129,Frank Capra,"James Stewart, Jean Arthur, Claude Rains, Edward Arnold",202121438.84892085,8.1,73.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,94.0
100,1940,1941,13,OUTSTANDING PRODUCTION,Argosy-Wanger,The Long Voyage Home,False,6.0,105,John Ford,"John Wayne, Thomas Mitchell, Ian Hunter, Ward Bond",,6.9,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,70.0
101,1940,1941,13,OUTSTANDING PRODUCTION,Sol Lesser (production company),Our Town,False,6.0,90,Sam Wood,"William Holden, Martha Scott, Fay Bainter, Beulah Bondi",,6.5,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,45.0
102,1940,1941,13,OUTSTANDING PRODUCTION,20th Century-Fox,The Grapes of Wrath,False,7.0,129,John Ford,"Henry Fonda, Jane Darwell, John Carradine, Charley Grapewin",1149716.0714285714,8.1,96.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,88.0
103,1940,1941,13,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Philadelphia Story,False,6.0,112,George Cukor,"Cary Grant, Katharine Hepburn, James Stewart, Ruth Hussey",,7.9,96.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,93.0
104,1940,1941,13,OUTSTANDING PRODUCTION,Selznick International Pictures,Rebecca,True,11.0,130,Alfred Hitchcock,"Laurence Olivier, Joan Fontaine, George Sanders, Judith Anderson",91141128.57142857,8.1,86.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,92.0
105,1940,1941,13,OUTSTANDING PRODUCTION,Walter Wanger (production company),Foreign Correspondent,False,6.0,120,Alfred Hitchcock,"Joel McCrea, Laraine Day, Herbert Marshall, George Sanders",72841578.65285714,7.4,89.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,81.0
106,1940,1941,13,OUTSTANDING PRODUCTION,Warner Bros.,"All This, and Heaven Too",False,3.0,141,Anatole Litvak,"Bette Davis, Charles Boyer, Jeffrey Lynn, Barbara O'Neil",,7.4,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,85.0
107,1940,1941,13,OUTSTANDING PRODUCTION,Warner Bros.,The Letter,False,7.0,95,William Wyler,"Bette Davis, Herbert Marshall, James Stephenson, Frieda Inescort",,7.5,84.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,82.0
108,1940,1941,13,OUTSTANDING PRODUCTION,RKO Radio,Kitty Foyle,False,5.0,108,Sam Wood,"Ginger Rogers, Dennis Morgan, James Craig, Eduardo Ciannelli",,6.9,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,72.0
109,1940,1941,13,OUTSTANDING PRODUCTION,Charles Chaplin Productions,The Great Dictator,False,5.0,125,Charles Chaplin,"Charles Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner",6030260.794642856,8.4,,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,95.0
110,1941,1942,14,OUTSTANDING MOTION PICTURE,RKO Radio,Suspicion,False,3.0,99,Alfred Hitchcock,"Cary Grant, Joan Fontaine, Cedric Hardwicke, Nigel Bruce",89588265.30612245,7.3,83.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,77.0
111,1941,1942,14,OUTSTANDING MOTION PICTURE,Warner Bros.,Sergeant York,False,11.0,134,Howard Hawks,"Gary Cooper, Walter Brennan, Joan Leslie, George Tobias",326499455.7823129,7.7,,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,87.0
112,1941,1942,14,OUTSTANDING MOTION PICTURE,Warner Bros.,One Foot in Heaven,False,1.0,108,Irving Rapper,"Fredric March, Martha Scott, Beulah Bondi, Gene Lockhart",,6.7,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,55.0
113,1941,1942,14,OUTSTANDING MOTION PICTURE,Warner Bros.,The Maltese Falcon,False,3.0,100,John Huston,"Humphrey Bogart, Mary Astor, Gladys George, Peter Lorre",41968319.68027211,8.0,97.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,91.0
114,1941,1942,14,OUTSTANDING MOTION PICTURE,20th Century-Fox,How Green Was My Valley,True,10.0,118,John Ford,"Walter Pidgeon, Maureen O'Hara, Anna Lee, Donald Crisp",,7.7,88.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,81.0
115,1941,1942,14,OUTSTANDING MOTION PICTURE,Paramount,Hold Back the Dawn,False,6.0,116,Mitchell Leisen,"Charles Boyer, Olivia de Havilland, Paulette Goddard, Victor Francen",,7.3,79.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,78.0
116,1941,1942,14,OUTSTANDING MOTION PICTURE,Columbia,Here Comes Mr. Jordan,False,7.0,94,Alexander Hall,"Robert Montgomery, Claude Rains, Evelyn Keyes, Rita Johnson",,7.6,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,82.0
117,1941,1942,14,OUTSTANDING MOTION PICTURE,Mercury,Citizen Kane,False,9.0,119,Orson Welles,"Orson Welles, Joseph Cotten, Dorothy Comingore, Agnes Moorehead",31567599.882312924,8.3,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,90.0
118,1941,1942,14,OUTSTANDING MOTION PICTURE,Metro-Goldwyn-Mayer,Blossoms in the Dust,False,4.0,99,Mervyn LeRoy,"Greer Garson, Walter Pidgeon, Felix Bressart, Marsha Hunt",,6.9,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,70.0
119,1941,1942,14,OUTSTANDING MOTION PICTURE,Samuel Goldwyn Productions,The Little Foxes,False,9.0,116,William Wyler,"Bette Davis, Herbert Marshall, Teresa Wright, Richard Carlson",,7.9,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,87.0
120,1942,1943,15,OUTSTANDING MOTION PICTURE,Ortus,49th Parallel,False,3.0,123,Michael Powell,"Leslie Howard, Laurence Olivier, Raymond Massey, Anton Walbrook",,7.3,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,75.0
121,1942,1943,15,OUTSTANDING MOTION PICTURE,Warner Bros.,Kings Row,False,3.0,127,Sam Wood,"Ann Sheridan, Robert Cummings, Ronald Reagan, Betty Field",,7.5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,78.0
122,1942,1943,15,OUTSTANDING MOTION PICTURE,Columbia,The Talk of the Town,False,7.0,118,George Stevens,"Cary Grant, Jean Arthur, Ronald Colman, Edgar Buchanan",,7.5,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,84.0
123,1942,1943,15,OUTSTANDING MOTION PICTURE,Mercury,The Magnificent Ambersons,False,4.0,88,"Orson Welles, Fred Fleck, Robert Wise","Tim Holt, Joseph Cotten, Dolores Costello, Anne Baxter",,7.6,93.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,84.0
124,1942,1943,15,OUTSTANDING MOTION PICTURE,Metro-Goldwyn-Mayer,Mrs. Miniver,True,12.0,134,William Wyler,"Greer Garson, Walter Pidgeon, Teresa Wright, May Whitty",242382975.46012264,7.6,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,84.0
125,1942,1943,15,OUTSTANDING MOTION PICTURE,20th Century-Fox,The Pied Piper,False,3.0,87,Irving Pichel,"Monty Woolley, Roddy McDowall, Anne Baxter, Otto Preminger",,7.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,80.0
126,1942,1943,15,OUTSTANDING MOTION PICTURE,Samuel Goldwyn Productions,The Pride of the Yankees,False,11.0,128,Sam Wood,"Gary Cooper, Teresa Wright, Babe Ruth, Walter Brennan",,7.6,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,89.0
127,1942,1943,15,OUTSTANDING MOTION PICTURE,Metro-Goldwyn-Mayer,Random Harvest,False,7.0,126,Mervyn LeRoy,"Ronald Colman, Greer Garson, Philip Dorn, Susan Peters",182002683.12883437,7.9,62.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,89.0
128,1942,1943,15,OUTSTANDING MOTION PICTURE,Paramount,Wake Island,False,4.0,88,John Farrow,"Brian Donlevy, Robert Preston, Macdonald Carey, William Bendix",,6.6,,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,48.0
129,1942,1943,15,OUTSTANDING MOTION PICTURE,Warner Bros.,Yankee Doodle Dandy,False,8.0,126,Michael Curtiz,"James Cagney, Joan Leslie, Walter Huston, Richard Whorf",211860674.8466257,7.6,89.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,83.0
130,1943,1944,16,OUTSTANDING MOTION PICTURE,Warner Bros.,Watch on the Rhine,False,4.0,114,"Herman Shumlin, Hal Mohr","Bette Davis, Paul Lukas, Geraldine Fitzgerald, Lucile Watson",,7.1,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,63.0
